case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen
masa expired di bulan agustus 2024 cepat sekali,masa expired di bulan agustus cepat sekali,masa expired di bulan agustus cepat sekali,"['masa', 'expired', 'di', 'bulan', 'agustus', 'cepat', 'sekali']","['expired', 'agustus', 'cepat']","['expired', 'agustus', 'cepat']",expired agustus cepat,"{'classified_text': 'expired agustus cepat [4]', 'tweet_text': ' expired agustus cepat', 'sentence_score': ['expired agustus cepat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,"['tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat']","['tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat']",tipe kulit kombinasi tipe kulit sensitif kulit jerawat,"{'classified_text': 'tipe kulit kombinasi tipe kulit sensitif [-2] kulit jerawat', 'tweet_text': ' tipe kulit kombinasi tipe kulit sensitif kulit jerawat', 'sentence_score': ['tipe kulit kombinasi tipe kulit sensitif [-2] kulit jerawat'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}"
pelembab kasih sensai nyaman di wajah dan buat efek glowing juga,pelembab kasih sensai nyaman di wajah dan buat efek glowing juga,pelembab kasih sensai nyaman di wajah dan buat efek glowing juga,"['pelembab', 'kasih', 'sensai', 'nyaman', 'di', 'wajah', 'dan', 'buat', 'efek', 'glowing', 'juga']","['pelembab', 'kasih', 'sensai', 'nyaman', 'efek', 'glowing']","['pelembab', 'kasih', 'sensai', 'nyaman', 'efek', 'glowing']",pelembab kasih sensai nyaman efek glowing,"{'classified_text': 'pelembab kasih sensai nyaman [4] efek glowing', 'tweet_text': ' pelembab kasih sensai nyaman efek glowing', 'sentence_score': ['pelembab kasih sensai nyaman [4] efek glowing'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
serumnya bagus di mukaku. engga lengket dan bikin muka makin glowing,serumnya bagus di mukaku engga lengket dan bikin muka makin glowing,serumnya bagus di mukaku enggak lengket dan bikin muka makin glowing,"['serumnya', 'bagus', 'di', 'mukaku', 'enggak', 'lengket', 'dan', 'bikin', 'muka', 'makin', 'glowing']","['serumnya', 'bagus', 'mukaku', 'lengket', 'muka', 'glowing']","['serum', 'bagus', 'muka', 'lengket', 'muka', 'glowing']",serum bagus muka lengket muka glowing,"{'classified_text': 'serum bagus [4] muka lengket muka glowing', 'tweet_text': ' serum bagus muka lengket muka glowing', 'sentence_score': ['serum bagus [4] muka lengket muka glowing'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
lipstik faforit baru. baru beli pertama kali dan langsung jatuh cinta.,lipstik faforit baru baru beli pertama kali dan langsung jatuh cinta,lipstik favorite baru baru beli pertama kali dan langsung jatuh cinta,"['lipstik', 'favorite', 'baru', 'baru', 'beli', 'pertama', 'kali', 'dan', 'langsung', 'jatuh', 'cinta']","['lipstik', 'favorite', 'beli', 'jatuh', 'cinta']","['lipstik', 'favorite', 'beli', 'jatuh', 'cinta']",lipstik favorite beli jatuh cinta,"{'classified_text': 'lipstik favorite beli jatuh [-3] cinta [5]', 'tweet_text': ' lipstik favorite beli jatuh cinta', 'sentence_score': ['lipstik favorite beli jatuh [-3] cinta [5]'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}"
spatulanya ngebantu banget buat aplikasi pelembab dan cantik banget,spatulanya ngebantu banget buat aplikasi pelembab dan cantik banget,spatulanya membantu banget buat aplikasi pelembab dan cantik banget,"['spatulanya', 'membantu', 'banget', 'buat', 'aplikasi', 'pelembab', 'dan', 'cantik', 'banget']","['spatulanya', 'banget', 'aplikasi', 'pelembab', 'cantik', 'banget']","['spatula', 'banget', 'aplikasi', 'pelembab', 'cantik', 'banget']",spatula banget aplikasi pelembab cantik banget,"{'classified_text': 'spatula banget aplikasi pelembab cantik [6] banget', 'tweet_text': ' spatula banget aplikasi pelembab cantik banget', 'sentence_score': ['spatula banget aplikasi pelembab cantik [6] banget'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}"
"sunscreen. enak dipakai, enggak lengket, ringan, cepat kering",sunscreen enak dipakai enggak lengket ringan cepat kering,sunscreen enak dipakai enggak lengket ringan cepat kering,"['sunscreen', 'enak', 'dipakai', 'enggak', 'lengket', 'ringan', 'cepat', 'kering']","['sunscreen', 'dipakai', 'lengket', 'ringan', 'cepat', 'kering']","['sunscreen', 'pakai', 'lengket', 'ringan', 'cepat', 'kering']",sunscreen pakai lengket ringan cepat kering,"{'classified_text': 'sunscreen pakai lengket ringan cepat [4] kering', 'tweet_text': ' sunscreen pakai lengket ringan cepat kering', 'sentence_score': ['sunscreen pakai lengket ringan cepat [4] kering'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
aaa bagus bgtt warnanyaa tahan lamaa sukakkk🤍🤍🤍,aaa bagus bgtt warnanyaa tahan lamaa sukakkk,aaa bagus banget warnanya tahan lama suka,"['aaa', 'bagus', 'banget', 'warnanya', 'tahan', 'lama', 'suka']","['bagus', 'banget', 'warnanya', 'tahan', 'suka']","['bagus', 'banget', 'warna', 'tahan', 'suka']",bagus banget warna tahan suka,"{'classified_text': 'bagus [5] banget warna tahan suka [4]', 'tweet_text': ' bagus banget warna tahan suka', 'sentence_score': ['bagus [5] banget warna tahan suka [4]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
thanks,thanks,thanks,['thanks'],['thanks'],['thanks'],thanks,"{'classified_text': 'thanks', 'tweet_text': ' thanks', 'sentence_score': ['thanks'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
"cocok pakai produk ini tp pas order malah direfund ,produknya ga sampe ga tau kemana 😭",cocok pakai produk ini tp pas order malah direfund produknya ga sampe ga tau kemana,cocok pakai produk ini tapi pas order malah direfund produknya enggak sampai enggak tau kemana,"['cocok', 'pakai', 'produk', 'ini', 'tapi', 'pas', 'order', 'malah', 'direfund', 'produknya', 'enggak', 'sampai', 'enggak', 'tau', 'kemana']","['cocok', 'pakai', 'produk', 'order', 'direfund', 'produknya', 'kemana']","['cocok', 'pakai', 'produk', 'order', 'direfund', 'produk', 'mana']",cocok pakai produk order direfund produk mana,"{'classified_text': 'cocok [3] pakai produk order direfund produk mana [-4]', 'tweet_text': ' cocok pakai produk order direfund produk mana', 'sentence_score': ['cocok [3] pakai produk order direfund produk mana [-4]'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}"
"aaaaaaaa  bagus warnanya, pertama beli yg grandmaster. mumpung promo",aaaaaaaa bagus warnanya pertama beli yg grandmaster mumpung promo,aaaaaaaa bagus warnanya pertama beli yang grandmaster mumpung promo,"['aaaaaaaa', 'bagus', 'warnanya', 'pertama', 'beli', 'yang', 'grandmaster', 'mumpung', 'promo']","['aaaaaaaa', 'bagus', 'warnanya', 'beli', 'grandmaster', 'mumpung', 'promo']","['aaaaaaaa', 'bagus', 'warna', 'beli', 'grandmaster', 'mumpung', 'promo']",aaaaaaaa bagus warna beli grandmaster mumpung promo,"{'classified_text': 'a [2] bagus [5] warna beli grandmaster mumpung promo', 'tweet_text': ' a bagus warna beli grandmaster mumpung promo', 'sentence_score': ['a [2] bagus [5] warna beli grandmaster mumpung promo'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
bahannya ringan dan mudah meresap di kuliat aku yang kombinasi cenderung kering ini,bahannya ringan dan mudah meresap di kuliat aku yang kombinasi cenderung kering ini,bahannya ringan dan mudah meresap di kuliat aku yang kombinasi cenderung kering ini,"['bahannya', 'ringan', 'dan', 'mudah', 'meresap', 'di', 'kuliat', 'aku', 'yang', 'kombinasi', 'cenderung', 'kering', 'ini']","['bahannya', 'ringan', 'mudah', 'meresap', 'kuliat', 'kombinasi', 'cenderung', 'kering']","['bahan', 'ringan', 'mudah', 'resap', 'liat', 'kombinasi', 'cenderung', 'kering']",bahan ringan mudah resap liat kombinasi cenderung kering,"{'classified_text': 'bahan ringan mudah [3] resap liat kombinasi cenderung kering', 'tweet_text': ' bahan ringan mudah resap liat kombinasi cenderung kering', 'sentence_score': ['bahan ringan mudah [3] resap liat kombinasi cenderung kering'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
"serum andalan ku selalu, ga pernah mengecewakan as always",serum andalan ku selalu ga pernah mengecewakan as always,serum andalan ku selalu enggak pernah mengecewakan as always,"['serum', 'andalan', 'ku', 'selalu', 'enggak', 'pernah', 'mengecewakan', 'as', 'always']","['serum', 'andalan', 'ku', 'mengecewakan']","['serum', 'andal', 'ku', 'kecewa']",serum andal ku kecewa,"{'classified_text': 'serum andal ku kecewa [-3]', 'tweet_text': ' serum andal ku kecewa', 'sentence_score': ['serum andal ku kecewa [-3]'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}"
ekspedisi rekomendasi dari tokped sangat lama dan slowresp. status tidak update,ekspedisi rekomendasi dari tokped sangat lama dan slowresp status tidak update,ekspedisi rekomendasi dari tokped sangat lama dan slowresp status tidak update,"['ekspedisi', 'rekomendasi', 'dari', 'tokped', 'sangat', 'lama', 'dan', 'slowresp', 'status', 'tidak', 'update']","['ekspedisi', 'rekomendasi', 'tokped', 'slowresp', 'status']","['ekspedisi', 'rekomendasi', 'tokped', 'slowresp', 'status']",ekspedisi rekomendasi tokped slowresp status,"{'classified_text': 'ekspedisi rekomendasi tokped slowresp status', 'tweet_text': ' ekspedisi rekomendasi tokped slowresp status', 'sentence_score': ['ekspedisi rekomendasi tokped slowresp status'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
well received thanks,well received thanks,well received thanks,"['well', 'received', 'thanks']","['well', 'received', 'thanks']","['well', 'received', 'thanks']",well received thanks,"{'classified_text': 'well received thanks', 'tweet_text': ' well received thanks', 'sentence_score': ['well received thanks'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
"aku yakin produknya bagus, tapi tolong selevel official store brand kok cuma begini packingnya? kan bisa aja itu dicongkel boxnya. setidaknya beri plastik / bubble wrap lagi di bagian luarnya mengingat saat ini musim hujan bisa kena rembesan air kalau cuma box aja. semoga bisa jadi masukan ya untuk tim somethinc. terima kasih 🙏",aku yakin produknya bagus tapi tolong selevel official store brand kok cuma begini packingnya kan bisa aja itu dicongkel boxnya setidaknya beri plastik bubble wrap lagi di bagian luarnya mengingat saat ini musim hujan bisa kena rembesan air kalau cuma box aja semoga bisa jadi masukan ya untuk tim somethinc terima kasih,aku yakin produknya bagus tapi tolong selevel official store brand kok cuma begini packingnya kan bisa saja itu dicongkel boxnya setidaknya beri plastik bubble wrap lagi di bagian luarnya mengingat saat ini musim hujan bisa kena rembesan air kalau cuma box saja semoga bisa jadi masukan ya untuk tim somethinc terima kasih,"['aku', 'yakin', 'produknya', 'bagus', 'tapi', 'tolong', 'selevel', 'official', 'store', 'brand', 'kok', 'cuma', 'begini', 'packingnya', 'kan', 'bisa', 'saja', 'itu', 'dicongkel', 'boxnya', 'setidaknya', 'beri', 'plastik', 'bubble', 'wrap', 'lagi', 'di', 'bagian', 'luarnya', 'mengingat', 'saat', 'ini', 'musim', 'hujan', 'bisa', 'kena', 'rembesan', 'air', 'kalau', 'cuma', 'box', 'saja', 'semoga', 'bisa', 'jadi', 'masukan', 'ya', 'untuk', 'tim', 'somethinc', 'terima', 'kasih']","['produknya', 'bagus', 'tolong', 'selevel', 'official', 'store', 'brand', 'packingnya', 'dicongkel', 'boxnya', 'plastik', 'bubble', 'wrap', 'luarnya', 'musim', 'hujan', 'rembesan', 'air', 'box', 'semoga', 'masukan', 'tim', 'somethinc', 'terima', 'kasih']","['produk', 'bagus', 'tolong', 'level', 'official', 'store', 'brand', 'packingnya', 'congkel', 'boxnya', 'plastik', 'bubble', 'wrap', 'luar', 'musim', 'hujan', 'rembes', 'air', 'box', 'moga', 'masuk', 'tim', 'somethinc', 'terima', 'kasih']",produk bagus tolong level official store brand packingnya congkel boxnya plastik bubble wrap luar musim hujan rembes air box moga masuk tim somethinc terima kasih,"{'classified_text': 'produk bagus [4] tolong level official store brand packingnya congkel boxnya plastik bubble wrap luar musim hujan rembes air box moga masuk tim somethinc terima kasih [4]', 'tweet_text': ' produk bagus tolong level official store brand packingnya congkel boxnya plastik bubble wrap luar musim hujan rembes air box moga masuk tim somethinc terima kasih', 'sentence_score': ['produk bagus [4] tolong level official store brand packingnya congkel boxnya plastik bubble wrap luar musim hujan rembes air box moga masuk tim somethinc terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
gampang patah. hemmmmm enakan lipcream jadi aman aman aja,gampang patah enakan lipcream jadi aman aman aja,gampang patah enakan lipcream jadi aman aman saja,"['gampang', 'patah', 'enakan', 'lipcream', 'jadi', 'aman', 'aman', 'saja']","['gampang', 'patah', 'enakan', 'lipcream', 'aman', 'aman']","['gampang', 'patah', 'enak', 'lipcream', 'aman', 'aman']",gampang patah enak lipcream aman aman,"{'classified_text': 'gampang patah enak [4] lipcream aman [4] aman [5]', 'tweet_text': ' gampang patah enak lipcream aman aman', 'sentence_score': ['gampang patah enak [4] lipcream aman [4] aman [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
"udah langganan somethinc lama, habis checkout bundle buy1 get1 free silk creme,ternyata yg dikirim hanya serum,bonus nggak dikirim dgn alasan karena dilayani tokopedia (pdhl itu otomatis,g bisa pilih). and trus order serum lagi berharap kekurangannya bisa dikirim. kecewa banget kalo nggak bisa dikirim. semoga bisa.",udah langganan somethinc lama habis checkout bundle buy get free silk creme ternyata yg dikirim hanya serum bonus nggak dikirim dgn alasan karena dilayani tokopedia pdhl itu otomatis bisa pilih and trus order serum lagi berharap kekurangannya bisa dikirim kecewa banget kalo nggak bisa dikirim semoga bisa,sudah langganan somethinc lama habis checkout bundle buy get free silk creme ternyata yang dikirim hanya serum bonus enggak dikirim dengan alasan karena dilayani tokopedia padahal itu otomatis bisa pilih and terus order serum lagi berharap kekurangannya bisa dikirim kecewa banget kalo enggak bisa dikirim semoga bisa,"['sudah', 'langganan', 'somethinc', 'lama', 'habis', 'checkout', 'bundle', 'buy', 'get', 'free', 'silk', 'creme', 'ternyata', 'yang', 'dikirim', 'hanya', 'serum', 'bonus', 'enggak', 'dikirim', 'dengan', 'alasan', 'karena', 'dilayani', 'tokopedia', 'padahal', 'itu', 'otomatis', 'bisa', 'pilih', 'and', 'terus', 'order', 'serum', 'lagi', 'berharap', 'kekurangannya', 'bisa', 'dikirim', 'kecewa', 'banget', 'kalo', 'enggak', 'bisa', 'dikirim', 'semoga', 'bisa']","['langganan', 'somethinc', 'habis', 'checkout', 'bundle', 'buy', 'get', 'silk', 'creme', 'dikirim', 'serum', 'bonus', 'dikirim', 'alasan', 'dilayani', 'tokopedia', 'otomatis', 'pilih', 'order', 'serum', 'berharap', 'kekurangannya', 'dikirim', 'kecewa', 'banget', 'dikirim', 'semoga']","['langgan', 'somethinc', 'habis', 'checkout', 'bundle', 'buy', 'get', 'silk', 'creme', 'kirim', 'serum', 'bonus', 'kirim', 'alas', 'layan', 'tokopedia', 'otomatis', 'pilih', 'order', 'serum', 'harap', 'kurang', 'kirim', 'kecewa', 'banget', 'kirim', 'moga']",langgan somethinc habis checkout bundle buy get silk creme kirim serum bonus kirim alas layan tokopedia otomatis pilih order serum harap kurang kirim kecewa banget kirim moga,"{'classified_text': 'langgan somethinc habis checkout bundle buy get silk creme kirim serum bonus [3] kirim alas layan tokopedia otomatis pilih order serum harap kurang [-2] kirim kecewa [-4] banget kirim moga', 'tweet_text': ' langgan somethinc habis checkout bundle buy get silk creme kirim serum bonus kirim alas layan tokopedia otomatis pilih order serum harap kurang kirim kecewa banget kirim moga', 'sentence_score': ['langgan somethinc habis checkout bundle buy get silk creme kirim serum bonus [3] kirim alas layan tokopedia otomatis pilih order serum harap kurang [-2] kirim kecewa [-4] banget kirim moga'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}"
"pertama kali nyoba tinted sunscreen, mudah2an cocok dan gak oksidasi sesuai klaimnya. packing aman kardus ditambah bubble wrap tebel. mantappp",pertama kali nyoba tinted sunscreen mudahan cocok dan gak oksidasi sesuai klaimnya packing aman kardus ditambah bubble wrap tebel mantappp,pertama kali mencoba tinted sunscreen mudahan cocok dan enggak oksidasi sesuai klaimnya packing aman kardus ditambah bubble wrap tebal mantap,"['pertama', 'kali', 'mencoba', 'tinted', 'sunscreen', 'mudahan', 'cocok', 'dan', 'enggak', 'oksidasi', 'sesuai', 'klaimnya', 'packing', 'aman', 'kardus', 'ditambah', 'bubble', 'wrap', 'tebal', 'mantap']","['mencoba', 'tinted', 'sunscreen', 'mudahan', 'cocok', 'oksidasi', 'klaimnya', 'packing', 'aman', 'kardus', 'ditambah', 'bubble', 'wrap', 'tebal', 'mantap']","['coba', 'tinted', 'sunscreen', 'mudah', 'cocok', 'oksidasi', 'klaim', 'packing', 'aman', 'kardus', 'tambah', 'bubble', 'wrap', 'tebal', 'mantap']",coba tinted sunscreen mudah cocok oksidasi klaim packing aman kardus tambah bubble wrap tebal mantap,"{'classified_text': 'coba tinted sunscreen mudah [3] cocok [4] oksidasi klaim packing aman [4] kardus tambah bubble wrap tebal mantap [4]', 'tweet_text': ' coba tinted sunscreen mudah cocok oksidasi klaim packing aman kardus tambah bubble wrap tebal mantap', 'sentence_score': ['coba tinted sunscreen mudah [3] cocok [4] oksidasi klaim packing aman [4] kardus tambah bubble wrap tebal mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
"sesuai pesanan, packing ok, smoga cocok.. tks to seller n tokped..!",sesuai pesanan packing ok smoga cocok tks to seller tokped,sesuai pesanan packing ok semoga cocok thanks tapi seller tokped,"['sesuai', 'pesanan', 'packing', 'ok', 'semoga', 'cocok', 'thanks', 'tapi', 'seller', 'tokped']","['pesanan', 'packing', 'semoga', 'cocok', 'thanks', 'seller', 'tokped']","['pesan', 'packing', 'moga', 'cocok', 'thanks', 'seller', 'tokped']",pesan packing moga cocok thanks seller tokped,"{'classified_text': 'pesan packing moga cocok [3] thanks seller tokped', 'tweet_text': ' pesan packing moga cocok thanks seller tokped', 'sentence_score': ['pesan packing moga cocok [3] thanks seller tokped'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
"aman, sesuai pesanan",aman sesuai pesanan,aman sesuai pesanan,"['aman', 'sesuai', 'pesanan']","['aman', 'pesanan']","['aman', 'pesan']",aman pesan,"{'classified_text': 'aman [4] pesan', 'tweet_text': ' aman pesan', 'sentence_score': ['aman [4] pesan'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
cepet bgt sampainyaaa the bestt thank you,cepet bgt sampainyaaa the bestt thank you,cepat banget sampai the terbaik thank you,"['cepat', 'banget', 'sampai', 'the', 'terbaik', 'thank', 'you']","['cepat', 'banget', 'terbaik', 'thank']","['cepat', 'banget', 'baik', 'thank']",cepat banget baik thank,"{'classified_text': 'cepat [5] banget baik [5] thank', 'tweet_text': ' cepat banget baik thank', 'sentence_score': ['cepat [5] banget baik [5] thank'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
"oekk dpt gratisan eyelash curler bzier sedikit tifak menyangka, lofyuu somethinc 😘😘👉👈",oekk dpt gratisan eyelash curler bzier sedikit tifak menyangka lofyuu somethinc,oekk dapat gratisan eyelash curler bzier sedikit tifak menyangka lofyuu somethinc,"['oekk', 'dapat', 'gratisan', 'eyelash', 'curler', 'bzier', 'sedikit', 'tifak', 'menyangka', 'lofyuu', 'somethinc']","['oekk', 'gratisan', 'eyelash', 'curler', 'bzier', 'tifak', 'menyangka', 'lofyuu', 'somethinc']","['oekk', 'gratis', 'eyelash', 'curler', 'bzier', 'tifak', 'sangka', 'lofyuu', 'somethinc']",oekk gratis eyelash curler bzier tifak sangka lofyuu somethinc,"{'classified_text': 'oekk gratis eyelash curler bzier tifak sangka lofyuu somethinc', 'tweet_text': ' oekk gratis eyelash curler bzier tifak sangka lofyuu somethinc', 'sentence_score': ['oekk gratis eyelash curler bzier tifak sangka lofyuu somethinc'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
"pertama kali nyobain. dgn warna kulit saya yg cenderung agak gelap awalnya saya pikir bakal jomplang pas dipake, tp ternyata blend bgt ma kulit warnanya. jd agak lbh cerah tp bukan jd tone up jg. teksturnya ky foundy cair, cpt nyerap. awalnya ky mate pas udah kering tp lama2 jd glow up 👍🏼",pertama kali nyobain dgn warna kulit saya yg cenderung agak gelap awalnya saya pikir bakal jomplang pas dipake tp ternyata blend bgt ma kulit warnanya jd agak lbh cerah tp bukan jd tone up jg teksturnya ky foundy cair cpt nyerap awalnya ky mate pas udah kering tp lama jd glow up,pertama kali mencoba dengan warna kulit saya yang cenderung agak gelap awalnya saya pikir bakal jomplang pas dipakai tapi ternyata blend banget sama kulit warnanya jadi agak lebih cerah tapi bukan jadi tone up juga teksturnya kaya foundy cair cepat nyerap awalnya kaya mate pas sudah kering tapi lama jadi glow up,"['pertama', 'kali', 'mencoba', 'dengan', 'warna', 'kulit', 'saya', 'yang', 'cenderung', 'agak', 'gelap', 'awalnya', 'saya', 'pikir', 'bakal', 'jomplang', 'pas', 'dipakai', 'tapi', 'ternyata', 'blend', 'banget', 'sama', 'kulit', 'warnanya', 'jadi', 'agak', 'lebih', 'cerah', 'tapi', 'bukan', 'jadi', 'tone', 'up', 'juga', 'teksturnya', 'kaya', 'foundy', 'cair', 'cepat', 'nyerap', 'awalnya', 'kaya', 'mate', 'pas', 'sudah', 'kering', 'tapi', 'lama', 'jadi', 'glow', 'up']","['mencoba', 'warna', 'kulit', 'cenderung', 'gelap', 'pikir', 'jomplang', 'dipakai', 'blend', 'banget', 'kulit', 'warnanya', 'cerah', 'tone', 'up', 'teksturnya', 'kaya', 'foundy', 'cair', 'cepat', 'nyerap', 'kaya', 'mate', 'kering', 'glow', 'up']","['coba', 'warna', 'kulit', 'cenderung', 'gelap', 'pikir', 'jomplang', 'pakai', 'blend', 'banget', 'kulit', 'warna', 'cerah', 'tone', 'up', 'tekstur', 'kaya', 'foundy', 'cair', 'cepat', 'nyerap', 'kaya', 'mate', 'kering', 'glow', 'up']",coba warna kulit cenderung gelap pikir jomplang pakai blend banget kulit warna cerah tone up tekstur kaya foundy cair cepat nyerap kaya mate kering glow up,"{'classified_text': 'coba warna kulit cenderung gelap [-2] pikir jomplang pakai blend banget kulit warna cerah [4] tone up tekstur kaya [3] foundy cair cepat [4] nyerap kaya [3] mate kering glow up', 'tweet_text': ' coba warna kulit cenderung gelap pikir jomplang pakai blend banget kulit warna cerah tone up tekstur kaya foundy cair cepat nyerap kaya mate kering glow up', 'sentence_score': ['coba warna kulit cenderung gelap [-2] pikir jomplang pakai blend banget kulit warna cerah [4] tone up tekstur kaya [3] foundy cair cepat [4] nyerap kaya [3] mate kering glow up'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}"
kynya udah botol ke 5 apa 6 gt. secocok itu dikulit saya yg normal cenderung kering. enaknya krn ga ada white cast ato tone up. jd ga berasa cemong dikulit saya yg putih.,kynya udah botol ke apa gt secocok itu dikulit saya yg normal cenderung kering enaknya krn ga ada white cast ato tone up jd ga berasa cemong dikulit saya yg putih,sepertinya sudah botol ke apa begitu secocok itu dikulit saya yang normal cenderung kering enaknya karena enggak ada white cast atau tone up jadi enggak berasa cemong dikulit saya yang putih,"['sepertinya', 'sudah', 'botol', 'ke', 'apa', 'begitu', 'secocok', 'itu', 'dikulit', 'saya', 'yang', 'normal', 'cenderung', 'kering', 'enaknya', 'karena', 'enggak', 'ada', 'white', 'cast', 'atau', 'tone', 'up', 'jadi', 'enggak', 'berasa', 'cemong', 'dikulit', 'saya', 'yang', 'putih']","['botol', 'secocok', 'dikulit', 'normal', 'cenderung', 'kering', 'enaknya', 'white', 'cast', 'tone', 'up', 'berasa', 'cemong', 'dikulit', 'putih']","['botol', 'cocok', 'kulit', 'normal', 'cenderung', 'kering', 'enak', 'white', 'cast', 'tone', 'up', 'asa', 'cemong', 'kulit', 'putih']",botol cocok kulit normal cenderung kering enak white cast tone up asa cemong kulit putih,"{'classified_text': 'botol cocok [3] kulit normal [-1] cenderung kering enak [4] white cast tone up asa cemong kulit putih', 'tweet_text': ' botol cocok kulit normal cenderung kering enak white cast tone up asa cemong kulit putih', 'sentence_score': ['botol cocok [3] kulit normal [-1] cenderung kering enak [4] white cast tone up asa cemong kulit putih'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
"botol kedua 👍🏼. enak dikulit, gampang menyerap. ga ada masalah ke kulitnya. mantap",botol kedua enak dikulit gampang menyerap ga ada masalah ke kulitnya mantap,botol kedua enak dikulit gampang menyerap enggak ada masalah ke kulitnya mantap,"['botol', 'kedua', 'enak', 'dikulit', 'gampang', 'menyerap', 'enggak', 'ada', 'masalah', 'ke', 'kulitnya', 'mantap']","['botol', 'dikulit', 'gampang', 'menyerap', 'kulitnya', 'mantap']","['botol', 'kulit', 'gampang', 'serap', 'kulit', 'mantap']",botol kulit gampang serap kulit mantap,"{'classified_text': 'botol kulit gampang serap kulit mantap [4]', 'tweet_text': ' botol kulit gampang serap kulit mantap', 'sentence_score': ['botol kulit gampang serap kulit mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
udah pake produk skincare yang lain tp micellarnya baru mau nyobain. semoga cocok.,udah pake produk skincare yang lain tp micellarnya baru mau nyobain semoga cocok,sudah pakai produk skincare yang lain tapi micellarnya baru mau mencoba semoga cocok,"['sudah', 'pakai', 'produk', 'skincare', 'yang', 'lain', 'tapi', 'micellarnya', 'baru', 'mau', 'mencoba', 'semoga', 'cocok']","['pakai', 'produk', 'skincare', 'micellarnya', 'mencoba', 'semoga', 'cocok']","['pakai', 'produk', 'skincare', 'micellarnya', 'coba', 'moga', 'cocok']",pakai produk skincare micellarnya coba moga cocok,"{'classified_text': 'pakai produk skincare micellarnya coba moga cocok [3]', 'tweet_text': ' pakai produk skincare micellarnya coba moga cocok', 'sentence_score': ['pakai produk skincare micellarnya coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
udah ke sekian kali beli cleanser ini. seenak itu 👍🏻,udah ke sekian kali beli cleanser ini seenak itu,sudah ke sekian kali beli cleanser ini seenak itu,"['sudah', 'ke', 'sekian', 'kali', 'beli', 'cleanser', 'ini', 'seenak', 'itu']","['sekian', 'beli', 'cleanser', 'seenak']","['sekian', 'beli', 'cleanser', 'enak']",sekian beli cleanser enak,"{'classified_text': 'sekian beli cleanser enak [4]', 'tweet_text': ' sekian beli cleanser enak', 'sentence_score': ['sekian beli cleanser enak [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
baru mau coba 2 serum ini. semoga cocok..,baru mau coba serum ini semoga cocok,baru mau coba serum ini semoga cocok,"['baru', 'mau', 'coba', 'serum', 'ini', 'semoga', 'cocok']","['coba', 'serum', 'semoga', 'cocok']","['coba', 'serum', 'moga', 'cocok']",coba serum moga cocok,"{'classified_text': 'coba serum moga cocok [3]', 'tweet_text': ' coba serum moga cocok', 'sentence_score': ['coba serum moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
