case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
"bagus dan suka ,lebih murah ditoko ini ketimbang di keranjang oranye",bagus dan suka lebih murah ditoko ini ketimbang di keranjang oranye,bagus dan suka lebih murah ditoko ini ketimbang di keranjang oranye,"['bagus', 'dan', 'suka', 'lebih', 'murah', 'ditoko', 'ini', 'ketimbang', 'di', 'keranjang', 'oranye']","['bagus', 'suka', 'murah', 'ditoko', 'ketimbang', 'keranjang', 'oranye']","['bagus', 'suka', 'murah', 'toko', 'ketimbang', 'keranjang', 'oranye']",bagus suka murah toko ketimbang keranjang oranye,"{'classified_text': 'bagus [4] suka [5] murah [2] toko ketimbang keranjang oranye', 'tweet_text': ' bagus suka murah toko ketimbang keranjang oranye', 'sentence_score': ['bagus [4] suka [5] murah [2] toko ketimbang keranjang oranye'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] suka [5] murah [2] toko ketimbang keranjang oranye, bagus suka murah toko ketimbang keranjang oranye,['bagus [4] suka [5] murah [2] toko ketimbang keranjang oranye'],5,-1,positif
sesuai pesanan. pengemasan dan pengiriman oke. makasih,sesuai pesanan pengemasan dan pengiriman oke makasih,sesuai pesanan pengemasan dan pengiriman oke terima kasih,"['sesuai', 'pesanan', 'pengemasan', 'dan', 'pengiriman', 'oke', 'terima', 'kasih']","['pesanan', 'pengemasan', 'pengiriman', 'oke', 'terima', 'kasih']","['pesan', 'emas', 'kirim', 'oke', 'terima', 'kasih']",pesan emas kirim oke terima kasih,"{'classified_text': 'pesan emas [4] kirim oke [3] terima kasih [4]', 'tweet_text': ' pesan emas kirim oke terima kasih', 'sentence_score': ['pesan emas [4] kirim oke [3] terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",pesan emas [4] kirim oke [3] terima kasih [4], pesan emas kirim oke terima kasih,['pesan emas [4] kirim oke [3] terima kasih [4]'],4,-1,positif
baru nyoba semoga cocok,baru nyoba semoga cocok,baru mencoba semoga cocok,"['baru', 'mencoba', 'semoga', 'cocok']","['mencoba', 'semoga', 'cocok']","['coba', 'moga', 'cocok']",coba moga cocok,"{'classified_text': 'coba moga cocok [3]', 'tweet_text': ' coba moga cocok', 'sentence_score': ['coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3], coba moga cocok,['coba moga cocok [3]'],3,-1,positif
"bagus sekali sesuai pesanan sudah order yang keberapa kali, karna sebagus itu dan cocok untuk oily skin.",bagus sekali sesuai pesanan sudah order yang keberapa kali karna sebagus itu dan cocok untuk oily skin,bagus sekali sesuai pesanan sudah order yang keberapa kali karena sebagus itu dan cocok untuk oily skin,"['bagus', 'sekali', 'sesuai', 'pesanan', 'sudah', 'order', 'yang', 'keberapa', 'kali', 'karena', 'sebagus', 'itu', 'dan', 'cocok', 'untuk', 'oily', 'skin']","['bagus', 'pesanan', 'order', 'keberapa', 'sebagus', 'cocok', 'oily', 'skin']","['bagus', 'pesan', 'order', 'berapa', 'bagus', 'cocok', 'oily', 'skin']",bagus pesan order berapa bagus cocok oily skin,"{'classified_text': 'bagus [4] pesan order berapa bagus [4] cocok [4] oily skin', 'tweet_text': ' bagus pesan order berapa bagus cocok oily skin', 'sentence_score': ['bagus [4] pesan order berapa bagus [4] cocok [4] oily skin'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] pesan order berapa bagus [4] cocok [4] oily skin, bagus pesan order berapa bagus cocok oily skin,['bagus [4] pesan order berapa bagus [4] cocok [4] oily skin'],4,-1,positif
wkwkw mleyot,mleyot,mleyot,['mleyot'],['mleyot'],['mleyot'],mleyot,"{'classified_text': 'mleyot', 'tweet_text': ' mleyot', 'sentence_score': ['mleyot'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",mleyot, mleyot,['mleyot'],1,-1,netral
so far ini produk paling nyaman buat kulit wajah & pasti beli lagii ❤️❤️❤️❤️❤️,so far ini produk paling nyaman buat kulit wajah pasti beli lagii,so far ini produk paling nyaman buat kulit wajah pasti beli lagi,"['so', 'far', 'ini', 'produk', 'paling', 'nyaman', 'buat', 'kulit', 'wajah', 'pasti', 'beli', 'lagi']","['far', 'produk', 'nyaman', 'kulit', 'beli']","['far', 'produk', 'nyaman', 'kulit', 'beli']",far produk nyaman kulit beli,"{'classified_text': 'far produk nyaman [4] kulit beli', 'tweet_text': ' far produk nyaman kulit beli', 'sentence_score': ['far produk nyaman [4] kulit beli'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",far produk nyaman [4] kulit beli, far produk nyaman kulit beli,['far produk nyaman [4] kulit beli'],4,-1,positif
"pengiriman capet, warnanya cakep, rada wangi",pengiriman capet warnanya cakep rada wangi,pengiriman capet warnanya cakep rada wangi,"['pengiriman', 'capet', 'warnanya', 'cakep', 'rada', 'wangi']","['pengiriman', 'capet', 'warnanya', 'cakep', 'rada', 'wangi']","['kirim', 'capet', 'warna', 'cakep', 'rada', 'wangi']",kirim capet warna cakep rada wangi,"{'classified_text': 'kirim capet warna cakep rada wangi', 'tweet_text': ' kirim capet warna cakep rada wangi', 'sentence_score': ['kirim capet warna cakep rada wangi'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kirim capet warna cakep rada wangi, kirim capet warna cakep rada wangi,['kirim capet warna cakep rada wangi'],1,-1,netral
pengemasannya terlalu lama. gak gercep,pengemasannya terlalu lama gak gercep,pengemasannya terlalu lama enggak gercep,"['pengemasannya', 'terlalu', 'lama', 'enggak', 'gercep']","['pengemasannya', 'gercep']","['emas', 'gercep']",emas gercep,"{'classified_text': 'emas [4] gercep', 'tweet_text': ' emas gercep', 'sentence_score': ['emas [4] gercep'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",emas [4] gercep, emas gercep,['emas [4] gercep'],4,-1,positif
"tipe kulitku kombinasi 
best combination sama moisturizer yg ijo",tipe kulitku kombinasi best combination sama moisturizer yg ijo,tipe kulitku kombinasi best combination sama moisturizer yang ijo,"['tipe', 'kulitku', 'kombinasi', 'best', 'combination', 'sama', 'moisturizer', 'yang', 'ijo']","['tipe', 'kulitku', 'kombinasi', 'best', 'combination', 'moisturizer', 'ijo']","['tipe', 'kulit', 'kombinasi', 'best', 'combination', 'moisturizer', 'ijo']",tipe kulit kombinasi best combination moisturizer ijo,"{'classified_text': 'tipe kulit kombinasi best combination moisturizer ijo', 'tweet_text': ' tipe kulit kombinasi best combination moisturizer ijo', 'sentence_score': ['tipe kulit kombinasi best combination moisturizer ijo'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit kombinasi best combination moisturizer ijo, tipe kulit kombinasi best combination moisturizer ijo,['tipe kulit kombinasi best combination moisturizer ijo'],1,-1,netral
baru akan coba moga cocok,baru akan coba moga cocok,baru akan coba moga cocok,"['baru', 'akan', 'coba', 'moga', 'cocok']","['coba', 'cocok']","['coba', 'cocok']",coba cocok,"{'classified_text': 'coba cocok [3]', 'tweet_text': ' coba cocok', 'sentence_score': ['coba cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba cocok [3], coba cocok,['coba cocok [3]'],3,-1,positif
"baru akan dicoba, moga sesuai deskripsi",baru akan dicoba moga sesuai deskripsi,baru akan dicoba moga sesuai deskripsi,"['baru', 'akan', 'dicoba', 'moga', 'sesuai', 'deskripsi']","['dicoba', 'deskripsi']","['coba', 'deskripsi']",coba deskripsi,"{'classified_text': 'coba deskripsi', 'tweet_text': ' coba deskripsi', 'sentence_score': ['coba deskripsi'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",coba deskripsi, coba deskripsi,['coba deskripsi'],1,-1,netral
pengemasan cepat dan aman,pengemasan cepat dan aman,pengemasan cepat dan aman,"['pengemasan', 'cepat', 'dan', 'aman']","['pengemasan', 'cepat', 'aman']","['emas', 'cepat', 'aman']",emas cepat aman,"{'classified_text': 'emas [4] cepat [5] aman [5]', 'tweet_text': ' emas cepat aman', 'sentence_score': ['emas [4] cepat [5] aman [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",emas [4] cepat [5] aman [5], emas cepat aman,['emas [4] cepat [5] aman [5]'],5,-1,positif
"nympe nya cepett,,  ringan banget di kulit",nympe nya cepett ringan banget di kulit,nympe nya cepat ringan banget di kulit,"['nympe', 'nya', 'cepat', 'ringan', 'banget', 'di', 'kulit']","['nympe', 'cepat', 'ringan', 'banget', 'kulit']","['nympe', 'cepat', 'ringan', 'banget', 'kulit']",nympe cepat ringan banget kulit,"{'classified_text': 'nympe cepat [4] ringan banget kulit', 'tweet_text': ' nympe cepat ringan banget kulit', 'sentence_score': ['nympe cepat [4] ringan banget kulit'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",nympe cepat [4] ringan banget kulit, nympe cepat ringan banget kulit,['nympe cepat [4] ringan banget kulit'],4,-1,positif
warna lip tint nya saya suka. terimakasih banyak :⁠-⁠),warna lip tint nya saya suka terimakasih banyak,warna lip tint nya saya suka terima kasih banyak,"['warna', 'lip', 'tint', 'nya', 'saya', 'suka', 'terima', 'kasih', 'banyak']","['warna', 'lip', 'tint', 'suka', 'terima', 'kasih']","['warna', 'lip', 'tint', 'suka', 'terima', 'kasih']",warna lip tint suka terima kasih,"{'classified_text': 'warna lip tint suka [4] terima kasih [4]', 'tweet_text': ' warna lip tint suka terima kasih', 'sentence_score': ['warna lip tint suka [4] terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",warna lip tint suka [4] terima kasih [4], warna lip tint suka terima kasih,['warna lip tint suka [4] terima kasih [4]'],4,-1,positif
"tipe kulitku combi to oily, serumnya cocok gampang nyerap dan lumayan ngaruh",tipe kulitku combi to oily serumnya cocok gampang nyerap dan lumayan ngaruh,tipe kulitku combi tapi oily serumnya cocok gampang nyerap dan lumayan ngaruh,"['tipe', 'kulitku', 'combi', 'tapi', 'oily', 'serumnya', 'cocok', 'gampang', 'nyerap', 'dan', 'lumayan', 'ngaruh']","['tipe', 'kulitku', 'combi', 'oily', 'serumnya', 'cocok', 'gampang', 'nyerap', 'lumayan', 'ngaruh']","['tipe', 'kulit', 'combi', 'oily', 'serum', 'cocok', 'gampang', 'nyerap', 'lumayan', 'ngaruh']",tipe kulit combi oily serum cocok gampang nyerap lumayan ngaruh,"{'classified_text': 'tipe kulit combi oily serum cocok [3] gampang nyerap lumayan [2] ngaruh', 'tweet_text': ' tipe kulit combi oily serum cocok gampang nyerap lumayan ngaruh', 'sentence_score': ['tipe kulit combi oily serum cocok [3] gampang nyerap lumayan [2] ngaruh'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit combi oily serum cocok [3] gampang nyerap lumayan [2] ngaruh, tipe kulit combi oily serum cocok gampang nyerap lumayan ngaruh,['tipe kulit combi oily serum cocok [3] gampang nyerap lumayan [2] ngaruh'],3,-1,positif
"udah jadi sunscreen andalan, cocok buat kulit mukaku yg kering, barang sampai dg aman",udah jadi sunscreen andalan cocok buat kulit mukaku yg kering barang sampai dg aman,sudah jadi sunscreen andalan cocok buat kulit mukaku yang kering barang sampai dengan aman,"['sudah', 'jadi', 'sunscreen', 'andalan', 'cocok', 'buat', 'kulit', 'mukaku', 'yang', 'kering', 'barang', 'sampai', 'dengan', 'aman']","['sunscreen', 'andalan', 'cocok', 'kulit', 'mukaku', 'kering', 'aman']","['sunscreen', 'andal', 'cocok', 'kulit', 'muka', 'kering', 'aman']",sunscreen andal cocok kulit muka kering aman,"{'classified_text': 'sunscreen andal cocok [3] kulit muka kering aman [4]', 'tweet_text': ' sunscreen andal cocok kulit muka kering aman', 'sentence_score': ['sunscreen andal cocok [3] kulit muka kering aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",sunscreen andal cocok [3] kulit muka kering aman [4], sunscreen andal cocok kulit muka kering aman,['sunscreen andal cocok [3] kulit muka kering aman [4]'],4,-1,positif
"worth to buy, 2 items dpt di harga 59k😍 packingnya niat dan aman bgt. thank u somuch azarine&tokped!😭🫵🏻💗 tapi plis non aktifin ekspedisi sicepat, bukannya cepet malah lambat nyampenya😠 masa sda-sub sampe 3hari😠🫵🏻 azarine ngirim pake sapx aja sehari sampe loh, itu mah bukan ekspedisi sicepat tapi silambat😠😠😠",worth to buy items dpt di harga packingnya niat dan aman bgt thank somuch azarine tokped tapi plis non aktifin ekspedisi sicepat bukannya cepet malah lambat nyampenya masa sda sub sampe hari azarine ngirim pake sapx aja sehari sampe loh itu mah bukan ekspedisi sicepat tapi silambat,worth tapi buy items dapat di harga packingnya niat dan aman banget thank somuch azarine tokped tapi plis non aktifin ekspedisi sicepat bukannya cepat malah lambat sampainya masa sda sub sampai hari azarine mengirim pakai sapx saja sehari sampai loh itu mah bukan ekspedisi sicepat tapi silambat,"['worth', 'tapi', 'buy', 'items', 'dapat', 'di', 'harga', 'packingnya', 'niat', 'dan', 'aman', 'banget', 'thank', 'somuch', 'azarine', 'tokped', 'tapi', 'plis', 'non', 'aktifin', 'ekspedisi', 'sicepat', 'bukannya', 'cepat', 'malah', 'lambat', 'sampainya', 'masa', 'sda', 'sub', 'sampai', 'hari', 'azarine', 'mengirim', 'pakai', 'sapx', 'saja', 'sehari', 'sampai', 'loh', 'itu', 'mah', 'bukan', 'ekspedisi', 'sicepat', 'tapi', 'silambat']","['worth', 'buy', 'items', 'harga', 'packingnya', 'niat', 'aman', 'banget', 'thank', 'somuch', 'azarine', 'tokped', 'plis', 'non', 'aktifin', 'ekspedisi', 'sicepat', 'cepat', 'lambat', 'sampainya', 'sda', 'sub', 'azarine', 'mengirim', 'pakai', 'sapx', 'sehari', 'ekspedisi', 'sicepat', 'silambat']","['worth', 'buy', 'items', 'harga', 'packingnya', 'niat', 'aman', 'banget', 'thank', 'somuch', 'azarine', 'tokped', 'plis', 'non', 'aktifin', 'ekspedisi', 'sicepat', 'cepat', 'lambat', 'sampai', 'sda', 'sub', 'azarine', 'kirim', 'pakai', 'sapx', 'hari', 'ekspedisi', 'sicepat', 'silambat']",worth buy items harga packingnya niat aman banget thank somuch azarine tokped plis non aktifin ekspedisi sicepat cepat lambat sampai sda sub azarine kirim pakai sapx hari ekspedisi sicepat silambat,"{'classified_text': 'worth buy items harga packingnya niat aman [5] banget thank somuch azarine tokped plis non aktifin ekspedisi sicepat cepat [4] lambat [-3] sampai sda sub azarine kirim pakai sapx hari ekspedisi sicepat silambat', 'tweet_text': ' worth buy items harga packingnya niat aman banget thank somuch azarine tokped plis non aktifin ekspedisi sicepat cepat lambat sampai sda sub azarine kirim pakai sapx hari ekspedisi sicepat silambat', 'sentence_score': ['worth buy items harga packingnya niat aman [5] banget thank somuch azarine tokped plis non aktifin ekspedisi sicepat cepat [4] lambat [-3] sampai sda sub azarine kirim pakai sapx hari ekspedisi sicepat silambat'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",worth buy items harga packingnya niat aman [5] banget thank somuch azarine tokped plis non aktifin ekspedisi sicepat cepat [4] lambat [-3] sampai sda sub azarine kirim pakai sapx hari ekspedisi sicepat silambat, worth buy items harga packingnya niat aman banget thank somuch azarine tokped plis non aktifin ekspedisi sicepat cepat lambat sampai sda sub azarine kirim pakai sapx hari ekspedisi sicepat silambat,['worth buy items harga packingnya niat aman [5] banget thank somuch azarine tokped plis non aktifin ekspedisi sicepat cepat [4] lambat [-3] sampai sda sub azarine kirim pakai sapx hari ekspedisi sicepat silambat'],5,-3,positif
"barang sampai dengan baik, sedikit masalah dalam pengiriman.",barang sampai dengan baik sedikit masalah dalam pengiriman,barang sampai dengan baik sedikit masalah dalam pengiriman,"['barang', 'sampai', 'dengan', 'baik', 'sedikit', 'masalah', 'dalam', 'pengiriman']",['pengiriman'],['kirim'],kirim,"{'classified_text': 'kirim', 'tweet_text': ' kirim', 'sentence_score': ['kirim'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kirim, kirim,['kirim'],1,-1,netral
bagus dan original pengiriman nya juga cepet banget,bagus dan original pengiriman nya juga cepet banget,bagus dan original pengiriman nya juga cepat banget,"['bagus', 'dan', 'original', 'pengiriman', 'nya', 'juga', 'cepat', 'banget']","['bagus', 'original', 'pengiriman', 'cepat', 'banget']","['bagus', 'original', 'kirim', 'cepat', 'banget']",bagus original kirim cepat banget,"{'classified_text': 'bagus [4] original kirim cepat [5] banget', 'tweet_text': ' bagus original kirim cepat banget', 'sentence_score': ['bagus [4] original kirim cepat [5] banget'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] original kirim cepat [5] banget, bagus original kirim cepat banget,['bagus [4] original kirim cepat [5] banget'],5,-1,positif
ok banget 👍👍,ok banget,ok banget,"['ok', 'banget']",['banget'],['banget'],banget,"{'classified_text': 'banget', 'tweet_text': ' banget', 'sentence_score': ['banget'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",banget, banget,['banget'],1,-1,netral
"barang sesuai deskripsi. kemasan dan packing aman dan rapi.
semoga khasiatnya cocok.
recommended 👍",barang sesuai deskripsi kemasan dan packing aman dan rapi semoga khasiatnya cocok recommended,barang sesuai deskripsi kemasan dan packing aman dan rapi semoga khasiatnya cocok recommended,"['barang', 'sesuai', 'deskripsi', 'kemasan', 'dan', 'packing', 'aman', 'dan', 'rapi', 'semoga', 'khasiatnya', 'cocok', 'recommended']","['deskripsi', 'kemasan', 'packing', 'aman', 'rapi', 'semoga', 'khasiatnya', 'cocok', 'recommended']","['deskripsi', 'kemas', 'packing', 'aman', 'rapi', 'moga', 'khasiat', 'cocok', 'recommended']",deskripsi kemas packing aman rapi moga khasiat cocok recommended,"{'classified_text': 'deskripsi kemas packing aman [4] rapi [5] moga khasiat cocok [3] recommended', 'tweet_text': ' deskripsi kemas packing aman rapi moga khasiat cocok recommended', 'sentence_score': ['deskripsi kemas packing aman [4] rapi [5] moga khasiat cocok [3] recommended'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",deskripsi kemas packing aman [4] rapi [5] moga khasiat cocok [3] recommended, deskripsi kemas packing aman rapi moga khasiat cocok recommended,['deskripsi kemas packing aman [4] rapi [5] moga khasiat cocok [3] recommended'],5,-1,positif
"barang sesuai deskripsi, kemasan dan packing aman dan rapi.
tentang khasiat semoga cocok.
recommended 👍",barang sesuai deskripsi kemasan dan packing aman dan rapi tentang khasiat semoga cocok recommended,barang sesuai deskripsi kemasan dan packing aman dan rapi tentang khasiat semoga cocok recommended,"['barang', 'sesuai', 'deskripsi', 'kemasan', 'dan', 'packing', 'aman', 'dan', 'rapi', 'tentang', 'khasiat', 'semoga', 'cocok', 'recommended']","['deskripsi', 'kemasan', 'packing', 'aman', 'rapi', 'khasiat', 'semoga', 'cocok', 'recommended']","['deskripsi', 'kemas', 'packing', 'aman', 'rapi', 'khasiat', 'moga', 'cocok', 'recommended']",deskripsi kemas packing aman rapi khasiat moga cocok recommended,"{'classified_text': 'deskripsi kemas packing aman [4] rapi [5] khasiat moga cocok [3] recommended', 'tweet_text': ' deskripsi kemas packing aman rapi khasiat moga cocok recommended', 'sentence_score': ['deskripsi kemas packing aman [4] rapi [5] khasiat moga cocok [3] recommended'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",deskripsi kemas packing aman [4] rapi [5] khasiat moga cocok [3] recommended, deskripsi kemas packing aman rapi khasiat moga cocok recommended,['deskripsi kemas packing aman [4] rapi [5] khasiat moga cocok [3] recommended'],5,-1,positif
belum dicoba semoga cocok,belum dicoba semoga cocok,belum dicoba semoga cocok,"['belum', 'dicoba', 'semoga', 'cocok']","['dicoba', 'semoga', 'cocok']","['coba', 'moga', 'cocok']",coba moga cocok,"{'classified_text': 'coba moga cocok [3]', 'tweet_text': ' coba moga cocok', 'sentence_score': ['coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3], coba moga cocok,['coba moga cocok [3]'],3,-1,positif
pengiriman cepat. barang sesuai,pengiriman cepat barang sesuai,pengiriman cepat barang sesuai,"['pengiriman', 'cepat', 'barang', 'sesuai']","['pengiriman', 'cepat']","['kirim', 'cepat']",kirim cepat,"{'classified_text': 'kirim cepat [4]', 'tweet_text': ' kirim cepat', 'sentence_score': ['kirim cepat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kirim cepat [4], kirim cepat,['kirim cepat [4]'],4,-1,positif
belum coba yg varian ini mudah2an cocok,belum coba yg varian ini mudahan cocok,belum coba yang varian ini mudahan cocok,"['belum', 'coba', 'yang', 'varian', 'ini', 'mudahan', 'cocok']","['coba', 'varian', 'mudahan', 'cocok']","['coba', 'varian', 'mudah', 'cocok']",coba varian mudah cocok,"{'classified_text': 'coba varian mudah [3] cocok [4]', 'tweet_text': ' coba varian mudah cocok', 'sentence_score': ['coba varian mudah [3] cocok [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",coba varian mudah [3] cocok [4], coba varian mudah cocok,['coba varian mudah [3] cocok [4]'],4,-1,positif
selalu cocok di wajah,selalu cocok di wajah,selalu cocok di wajah,"['selalu', 'cocok', 'di', 'wajah']",['cocok'],['cocok'],cocok,"{'classified_text': 'cocok [3]', 'tweet_text': ' cocok', 'sentence_score': ['cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3], cocok,['cocok [3]'],3,-1,positif
"wanginyaa sukak padahal blind buy, semoga cocokk",wanginyaa sukak padahal blind buy semoga cocokk,wanginyaa suka padahal blind buy semoga cocok,"['wanginyaa', 'suka', 'padahal', 'blind', 'buy', 'semoga', 'cocok']","['wanginyaa', 'suka', 'blind', 'buy', 'semoga', 'cocok']","['wanginyaa', 'suka', 'blind', 'buy', 'moga', 'cocok']",wanginyaa suka blind buy moga cocok,"{'classified_text': 'wanginyaa suka [4] blind buy moga cocok [3]', 'tweet_text': ' wanginyaa suka blind buy moga cocok', 'sentence_score': ['wanginyaa suka [4] blind buy moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",wanginyaa suka [4] blind buy moga cocok [3], wanginyaa suka blind buy moga cocok,['wanginyaa suka [4] blind buy moga cocok [3]'],4,-1,positif
"tipe kulitku kering, pakai sunscreen ini lebih lembab, bagus produknya. terimakasih semoga bermanfaat ya",tipe kulitku kering pakai sunscreen ini lebih lembab bagus produknya terimakasih semoga bermanfaat ya,tipe kulitku kering pakai sunscreen ini lebih lembab bagus produknya terima kasih semoga bermanfaat ya,"['tipe', 'kulitku', 'kering', 'pakai', 'sunscreen', 'ini', 'lebih', 'lembab', 'bagus', 'produknya', 'terima', 'kasih', 'semoga', 'bermanfaat', 'ya']","['tipe', 'kulitku', 'kering', 'pakai', 'sunscreen', 'lembab', 'bagus', 'produknya', 'terima', 'kasih', 'semoga', 'bermanfaat']","['tipe', 'kulit', 'kering', 'pakai', 'sunscreen', 'lembab', 'bagus', 'produk', 'terima', 'kasih', 'moga', 'manfaat']",tipe kulit kering pakai sunscreen lembab bagus produk terima kasih moga manfaat,"{'classified_text': 'tipe kulit kering pakai sunscreen lembab bagus [4] produk terima kasih [4] moga manfaat [4]', 'tweet_text': ' tipe kulit kering pakai sunscreen lembab bagus produk terima kasih moga manfaat', 'sentence_score': ['tipe kulit kering pakai sunscreen lembab bagus [4] produk terima kasih [4] moga manfaat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit kering pakai sunscreen lembab bagus [4] produk terima kasih [4] moga manfaat [4], tipe kulit kering pakai sunscreen lembab bagus produk terima kasih moga manfaat,['tipe kulit kering pakai sunscreen lembab bagus [4] produk terima kasih [4] moga manfaat [4]'],4,-1,positif
"kalau urusan sunscreen, produk ini adalah favorit. 👍🏻",kalau urusan sunscreen produk ini adalah favorit,kalau urusan sunscreen produk ini adalah favorit,"['kalau', 'urusan', 'sunscreen', 'produk', 'ini', 'adalah', 'favorit']","['urusan', 'sunscreen', 'produk', 'favorit']","['urus', 'sunscreen', 'produk', 'favorit']",urus sunscreen produk favorit,"{'classified_text': 'urus sunscreen produk favorit', 'tweet_text': ' urus sunscreen produk favorit', 'sentence_score': ['urus sunscreen produk favorit'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",urus sunscreen produk favorit, urus sunscreen produk favorit,['urus sunscreen produk favorit'],1,-1,netral
thank u min ss tiba dengan aman,thank min ss tiba dengan aman,thank min ss tiba dengan aman,"['thank', 'min', 'ss', 'tiba', 'dengan', 'aman']","['thank', 'aman']","['thank', 'aman']",thank aman,"{'classified_text': 'thank aman [4]', 'tweet_text': ' thank aman', 'sentence_score': ['thank aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",thank aman [4], thank aman,['thank aman [4]'],4,-1,positif
ternyata wanginya ga seperti yg diharapkan. tp efeknya di kulit tetep bagus.,ternyata wanginya ga seperti yg diharapkan tp efeknya di kulit tetep bagus,ternyata wanginya enggak seperti yang diharapkan tapi efeknya di kulit tetap bagus,"['ternyata', 'wanginya', 'enggak', 'seperti', 'yang', 'diharapkan', 'tapi', 'efeknya', 'di', 'kulit', 'tetap', 'bagus']","['wanginya', 'diharapkan', 'efeknya', 'kulit', 'bagus']","['wangi', 'harap', 'efek', 'kulit', 'bagus']",wangi harap efek kulit bagus,"{'classified_text': 'wangi harap efek kulit bagus [4]', 'tweet_text': ' wangi harap efek kulit bagus', 'sentence_score': ['wangi harap efek kulit bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",wangi harap efek kulit bagus [4], wangi harap efek kulit bagus,['wangi harap efek kulit bagus [4]'],4,-1,positif
"lumayan dapet diskon. tapi pengirimannya lama🥹
belum bisa review, baru pembelian pertama",lumayan dapet diskon tapi pengirimannya lama belum bisa review baru pembelian pertama,lumayan dapat diskon tapi pengirimannya lama belum bisa review baru pembelian pertama,"['lumayan', 'dapat', 'diskon', 'tapi', 'pengirimannya', 'lama', 'belum', 'bisa', 'review', 'baru', 'pembelian', 'pertama']","['lumayan', 'diskon', 'pengirimannya', 'review', 'pembelian']","['lumayan', 'diskon', 'kirim', 'review', 'beli']",lumayan diskon kirim review beli,"{'classified_text': 'lumayan [2] diskon kirim review beli', 'tweet_text': ' lumayan diskon kirim review beli', 'sentence_score': ['lumayan [2] diskon kirim review beli'], 'max_positive': 2, 'max_negative': -1, 'kelas': 'positif'}",lumayan [2] diskon kirim review beli, lumayan diskon kirim review beli,['lumayan [2] diskon kirim review beli'],2,-1,positif
